1	247.199719	247.199719
2	247.199719	494.399438
3	242.751149	737.150587
4	242.751149	979.901736
5	199.446827	1179.348563
6	199.446827	1378.79539
7	191.263063	1570.058453
8	191.263063	1761.321516
9	180.837866	1942.159382
10	180.837866	2122.997248
11	170.896993	2293.894241
12	170.896993	2464.791234
13	158.821424	2623.612658
14	158.821424	2782.434082
15	146.274826	2928.708908
16	146.274826	3074.983734
17	140.442298	3215.426032
18	140.442298	3355.86833
19	135.374737	3491.243067
20	135.374737	3626.617804
21	134.452384	3761.070188
22	134.452384	3895.522572
23	132.289534	4027.812106
24	132.289534	4160.10164
25	114.12798	4274.22962
26	114.12798	4388.3576
27	106.360585	4494.718185
28	106.360585	4601.07877
29	100.338915	4701.417685
30	100.338915	4801.7566
31	88.822254	4890.578854
32	88.822254	4979.401108
33	78.654742	5058.05585
34	78.654742	5136.710592
35	76.117153	5212.827745
36	76.117153	5288.944898
37	63.806651	5352.751549
38	63.806651	5416.5582
39	62.435965	5478.994165
40	62.435965	5541.43013
41	46.944323	5588.374453
42	46.944323	5635.318776
43	49.528953	5684.847729
44	49.528953	5734.376682
45	57.741652	5792.118334
46	154.913754	5947.032088
